Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Canada,America,2012,196.67852125096047,15989.485199067374,40603.53401426885,11092.933834906484,29510.60017936251,16984.842271214748,34714222,12.8,85,13008,3368,288,0,287,605,26,277,1602,121,68155,6928,1072,1202,4547,6,1801,117,79147,1,6186,5974,128,244,2407,14869,4660,10780,277,11,221.64,196.76,1341.09,1725.51,0.32,0.89,0.47,4.75,2.63,3.51,1.94,14.5,62.2,1,81.7221
Central African Republic,Africa,2000,0.8537649882795946,58.21642412478008,252.10134983912164,64.57138354098413,187.52996629775157,69.4015345159678,3640421,2.9,1005,103,38,1246,4434,295,244,859,12950,8,7197,5066,6091,4963,44,467,0,7445,39,1958,9,715,470,130,1206,2234,1242,866,1675,147,152,69.04,116.28,540.09,1257.59,0.2,0.53,0.08,4.23,0.37,6.08,1.24,8.3000002,18.7,0.3015368277460217,45.406
Central African Republic,Africa,2001,0.786971310873395,48.863302138703055,250.9511954569177,55.364772023728,195.58642343318968,61.7424340243078,3722016,2.9,1332,106,38,1293,4684,299,249,873,12991,8,7346,5110,6104,5072,45,472,3,7424,39,1980,265,732,481,132,1253,2310,1252,874,1694,148,155,68.92,119.28,569.52,1230.28,0.2,0.53,0.08,4.24,0.37,6.07,1.23,8.3000002,19.1,0.30084502592143614,45.3926
Central African Republic,Africa,2002,0.7703397401092993,47.34763440044485,259.52513811672276,56.917783545942285,202.60735457078047,57.38948205677136,3802129,3,1116,109,39,1347,5037,302,258,907,12945,8,7532,5182,6119,5186,46,483,0,7401,40,2017,296,752,494,134,1307,2408,1271,889,1723,152,158,70.52,121.68,585.54,1218.26,0.2,0.53,0.08,4.24,0.37,6.06,1.22,8.3000002,19.5,0.30015341404776114,45.4092
Central African Republic,Africa,2003,0.5773205092878515,60.91886432385856,282.6057382758281,48.01177408395683,234.59396419231345,57.73431717025702,3881185,3.1,1076,111,40,1398,5471,305,263,924,12836,9,7640,5243,6112,5316,46,489,0,7337,40,2044,34,769,504,136,1358,2474,1286,898,1743,153,159,69.8,117,583.83,1195.37,0.2,0.53,0.08,4.25,0.36,6.05,1.21,8.3000002,19.9,0.2994572533903949,45.76
Central African Republic,Africa,2004,0.6706549486339066,51.072519083495905,324.4967916137497,52.81683915200298,271.679952461747,67.44035887741558,3959883,3.2,1070,114,41,1440,5856,307,268,936,12618,9,7718,5314,6125,5442,47,495,3,7297,41,2072,75,785,513,138,1401,2527,1301,906,1760,155,158,73.84,116.6,606.51,1192.05,0.2,0.53,0.08,4.26,0.36,6.04,1.19,8.3000002,20.3,0.2987565541709187,46.0383
Central African Republic,Africa,2005,1.0027619148966096,50.33996260972073,338.4513940484452,54.995106405654745,283.4562876427899,78.54076363488652,4038380,3.3,1113,116,41,1471,6054,311,273,948,12237,9,7852,5382,6175,5545,48,502,1,7259,41,2098,8,799,520,140,1431,2582,1316,916,1780,157,158,74.68,117.56,588.87,1244.89,0.2,0.53,0.08,4.26,0.36,6.03,1.19,8.3000002,20.8,0.29814678163025765,46.4331
Central African Republic,Africa,2006,0.4458271923143192,57.04219604664121,358.5430517223557,50.09750871969501,308.44554300266265,87.77687252013477,4118075,3.3,1183,119,42,1550,6361,331,282,960,11722,9,8103,5467,6392,5621,49,512,0,7554,42,2139,222,815,533,146,1510,2704,1340,926,1813,164,153,75.16,122.56,592.74,1238.54,0.2,0.53,0.08,4.26,0.36,6.02,1.18,8.3000002,21.2,0.29762668236979656,46.8514
Central African Republic,Africa,2007,2.877785275009338,63.69498075353978,405.2364021080971,49.75983986313639,355.4765622449597,102.45561713896342,4198004,3.4,1320,122,43,1577,6427,339,289,950,11057,10,8164,5542,6462,5707,50,517,1,7632,42,2166,271,827,539,148,1538,2754,1351,929,1830,167,139,78.8,123.16,639.54,1248.5,0.2,0.53,0.08,4.26,0.35,6,1.17,8.3000002,21.6,0.2971983828505166,47.4262
Central African Republic,Africa,2008,1.827410653530562,58.12388680894976,472.32320739115374,53.93395869341981,418.3892486977344,116.47508949845016,4273368,3.4,1199,125,43,1584,6204,340,286,923,10093,10,8153,5619,6475,5807,50,517,0,7718,42,2180,123,836,543,149,1546,2764,1357,926,1838,168,123,78.8,126.24,660.96,1267,0.2,0.53,0.08,4.27,0.35,5.99,1.16,8.3000002,22.1,0.2968560161446428,48.0155
Central African Republic,Africa,2009,1.3407115662175595,46.718866842034224,468.09194964660367,55.8235970994358,412.26835254716696,102.78609652396923,4337623,3.5,1179,128,44,1601,5933,347,297,928,9460,10,8273,5758,6545,5904,51,531,4,7866,43,2229,322,856,557,152,1563,2839,1379,938,1873,172,116,79.68,128.92,642.51,1287.89,0.2,0.53,0.08,4.27,0.35,5.97,1.16,8.3999996,22.6,0.29659769878571746,48.6476
Central African Republic,Africa,2010,3.4515232603572112,56.72759592465997,460.30388242352166,58.77255096476766,401.53133145875375,111.27445879056911,4386765,3.6,1269,132,45,1612,5689,355,317,970,9369,11,8445,5976,6593,5993,53,556,3,8000,45,2310,308,886,579,156,1574,2973,1415,968,1937,176,116,84,132.04,611.37,1336.59,0.2,0.53,0.08,4.28,0.35,5.97,1.15,8.3999996,23,0.29642595397747545,49.2549
Central African Republic,Africa,2011,1.625966532670372,72.33792082651468,520.7844977168038,60.88519606990048,459.89930164690304,117.63227458043642,4418639,3.7,1135,135,46,1584,5381,349,389,986,9392,11,8480,6146,6478,6000,55,573,1,8102,45,2373,171,908,593,157,1545,3029,1437,991,1983,177,118,85.12,129.68,591.93,1347.27,0.2,0.53,0.08,4.29,0.35,5.97,1.14,8.3999996,23.5,0.2963346858614157,49.9482
Central African Republic,Africa,2012,0.36425317346130015,65.35452514192576,560.8836592806821,61.78837619398991,499.09528308669326,121.7069194308787,4436411,3.8,1064,138,47,1548,5161,343,319,941,9345,12,8365,6252,6324,5853,56,571,0,8075,44,2402,185,918,595,156,1510,2985,1442,998,1995,175,117,83.88,127.32,565.38,1339.42,0.2,0.53,0.08,4.32,0.35,5.97,1.14,8.3999996,24,0.29632669290559416,50.6861
Chad,Africa,2000,4.456119969988034,28.88815913326593,210.6957001600174,14.754441139574832,195.9412590204429,78.68599438906386,8355654,1.4,3721,473,132,5222,7098,510,646,2103,5642,7,6827,9185,17274,11162,54,609,0,22373,93,3394,1012,1053,1158,261,5125,1647,1975,1818,3470,342,471,51.36,201.6,548.73,1145.31,0.21,0.54,0.08,3.26,0.28,5.38,0.49,7.0999999,16.1,0.14274920909841407,47.443
Chad,Africa,2001,8.226908715074922,32.86559178017386,212.30941133482193,16.784753775590804,195.52465755923137,111.27788266429148,8678049,1.4,4150,477,134,4799,6869,514,599,2144,6034,7,7024,9379,17659,11256,56,634,100,23919,96,3505,263,1085,1184,268,4704,1696,2013,1865,3531,350,541,49.24,210,562.77,1195.99,0.21,0.54,0.08,3.26,0.28,5.4,0.49,7.0999999,16.5,0.143873352178583,47.8496
Chad,Africa,2002,-24.8129109163844,38.32156437736497,375.4352170488776,36.244592706018565,339.1906243428582,262.9432017185555,9019226,1.4,3935,484,138,4561,6085,518,619,2220,6404,7,7198,9637,18088,11479,57,657,0,25099,98,3628,369,1123,1215,275,4465,1737,2061,1907,3586,358,607,47.24,202.2,564.48,1154.08,0.21,0.54,0.08,3.27,0.28,5.41,0.49,7.0999999,16.9,0.1450010233694111,47.9462
Chad,Africa,2003,-15.913138469147835,73.31415330174934,435.26486664925847,40.712566911222346,394.55229973785333,261.9231646699815,9373913,1.4,4065,489,141,4327,6115,523,654,2363,6685,7,7363,9895,18276,11775,59,690,0,26107,102,3770,37,1162,1253,282,4232,1802,2110,1966,3668,365,668,45.8,208.88,536.58,1232.74,0.21,0.54,0.08,3.27,0.28,5.42,0.49,7.0999999,17.3,0.14613897099322343,48.2063
Chad,Africa,2004,-18.421686907012617,227.56668800573533,470.482992569681,44.111431250741546,426.37156131913457,265.48402021536117,9734761,1.4,4068,496,145,4075,5876,515,667,2386,6819,7,7326,10053,18151,12005,60,706,0,26817,103,3888,176,1189,1273,282,3981,1817,2134,2002,3708,365,704,44,207.04,536.76,1238.2,0.21,0.54,0.08,3.27,0.28,5.42,0.49,7.0999999,17.7,0.14728373916935403,48.2317
Chad,Africa,2005,0.7403790148080706,315.4337568313289,490.9264913397787,50.97048540417595,439.9560059356023,272.5451007896575,10096630,1.5,4059,503,147,3841,6131,514,689,2431,6799,7,7222,10116,17903,12220,61,719,0,26961,104,3986,417,1206,1288,281,3750,1837,2140,2035,3742,365,729,42.24,209.32,523.08,1259.36,0.21,0.54,0.09,3.27,0.28,5.42,0.49,7.0999999,18.1,0.14843546807202007,48.3122
Chad,Africa,2006,1.370538016412556,333.5506205596081,533.1572110860579,58.42142328728201,474.73578779877585,314.25994135341733,10457122,1.6,4228,513,150,3782,6754,525,922,2446,6455,8,7219,10295,18242,12496,62,733,52,28050,106,4116,2368,1235,1318,291,3691,1899,2175,2081,3815,376,744,41.24,209.36,500.04,1271.36,0.21,0.54,0.09,3.27,0.28,5.42,0.49,7,18.5,0.14959421913601084,48.2863
Chad,Africa,2007,3.582062208091417,350.3350190693066,577.5201589795593,78.22828855827119,499.2918704212883,319.6622130735722,10818031,1.7,4355,520,153,3718,7343,562,870,2541,6037,8,7281,10543,18597,12866,64,759,29,29087,110,4284,378,1273,1361,303,3627,1992,2225,2146,3926,392,727,39.6,203.96,450.09,1334.35,0.21,0.54,0.09,3.28,0.28,5.42,0.49,7,18.9,0.15076366484806708,48.751
Chad,Africa,2008,-2.853194983109805,391.0648268262916,690.820824828213,94.49967883697444,596.3211459912386,338.7931925146901,11183589,1.8,4398,532,159,3573,7664,557,764,2615,5313,8,7243,10823,18664,13233,66,779,0,29380,112,4437,1057,1314,1398,309,3483,2040,2274,2196,4014,399,672,38.56,207.16,465.66,1315.62,0.21,0.54,0.09,3.29,0.28,5.41,0.5,7,19.3,0.1519363774902672,49.0239
Chad,Africa,2009,6.6382212470232895,261.7531153728276,699.096205287622,95.9366323530749,603.159572934547,332.16937315448456,11560142,1.8,4364,543,164,3447,7952,567,789,2649,4586,9,7189,11110,18735,13669,69,796,6,29744,114,4596,138,1355,1439,314,3359,2082,2324,2243,4098,407,619,38.28,206.72,440.55,1335.45,0.21,0.54,0.09,3.3,0.28,5.4,0.5,7,19.8,0.1531159392332724,49.1963
Chad,Africa,2010,36.6476391875701,350.9990400624574,679.3359733458435,93.2168363824778,586.1191369633657,334.3391793789586,11952134,1.9,4419,554,169,3326,7754,578,826,2763,4461,9,7137,11362,18742,14022,71,823,24,30223,117,4766,37,1394,1482,320,3238,2149,2369,2311,4212,416,583,39.76,208.56,442.62,1366.06,0.21,0.54,0.09,3.31,0.28,5.4,0.5,7,20.2,0.15437828926616787,49.5843
Chad,Africa,2011,98.79977667989108,350.28174616725556,730.5355546633277,118.90657528308743,611.6289793802412,409.7295475274796,12360986,2,4420,567,173,3188,7226,570,847,2828,4669,10,7097,11628,18685,14397,73,839,0,30284,118,4926,15,1434,1516,322,3102,2179,2413,2374,4308,419,549,40.64,207.96,447.3,1366.1,0.21,0.54,0.09,3.32,0.28,5.38,0.5,7,20.7,0.155729000906562,50.009
Chad,Africa,2012,71.4589861567535,406.9918741161703,728.7276820807888,117.88426895359454,610.8434131271943,335.19276028362077,12784748,2.1,4353,581,177,3056,6773,572,875,2895,4905,10,7055,11902,18644,14764,75,850,20,29664,119,5083,17,1468,1546,325,2972,2213,2452,2442,4412,422,519,39.76,211.32,414.72,1458.2,0.21,0.55,0.09,3.34,0.28,5.34,0.5,7,21.1,0.15717822517893978,50.5401
Chile,America,2000,63.04365723972748,1541.975199426131,3880.361172938787,600.5391817223436,3279.8219912165605,1439.395228551741,15342350,8.8,191,2179,633,475,0,580,775,66,518,19,625,21981,5000,959,508,1917,16,262,43,20025,1,2105,2381,52,457,2381,3671,3874,6073,364,7,151.64,162.68,747.81,1770.87,0.34,1.01,0.32,5.78,1.06,4.42,3.27,35.5,54.5,0.9224384791117396,76.8695
Chile,America,2001,21.67626130216062,1465.6115739944903,3502.0487861501774,547.266202168658,2954.782583981515,1386.915682536089,15516112,9,191,2278,661,495,0,591,794,57,578,23,643,22519,4561,898,545,1902,9,257,43,20607,0,2278,2591,54,475,2411,3942,4039,6288,366,6,151.28,167.12,755.91,1793.69,0.34,1.02,0.33,5.8,1.07,4.42,3.29,34.299999,55,0.9279447067667468,76.7726
Chile,America,2002,19.697759400488565,1453.5032974614417,3377.4640531963933,541.1243305461473,2836.339722650245,1339.4729957993902,15684413,9.2,171,2380,684,511,0,576,780,55,474,29,634,22596,4139,802,577,1852,21,252,48,20958,0,2376,2713,54,491,2352,4068,4087,6343,356,6,154.92,169.36,761.4,1814.32,0.34,1.04,0.33,5.87,1.08,4.41,3.3,33,55.6,0.9332384323213117,77.4445
Chile,America,2003,14.82879044095904,1698.0070246913922,3558.04395475214,557.9999127616466,3000.0440419904944,1496.843928440472,15849649,9.4,162,2500,726,544,0,569,778,48,452,32,631,23315,3945,802,580,1865,0,254,48,21575,0,2525,2920,54,522,2372,4292,4185,6498,359,6,165,169.76,771.39,1784.85,0.34,1.05,0.33,5.94,1.09,4.41,3.31,31.9,56.2,0.93803143527027,77.3867
Chile,America,2004,-11.322357841316364,2459.568517349921,4355.12546352688,678.3111520245367,3676.814311502449,1865.9419757249716,16014972,9.6,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,2390,4507,4200,6541,350,6,165.4,173.88,760.77,1816.95,0.34,1.07,0.33,6,1.1,4.41,3.32,30.5,56.7,0.9428066436831736,77.6161
Chile,America,2005,-23.746430057196775,3051.555251816639,5277.707220685864,803.6646775799707,4474.042543105782,2390.2650042188293,16182713,9.5,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,2367,4572,4116,6455,344,5,168.36,175.12,727.92,1837.6,0.34,1.07,0.34,6.03,1.1,4.4,3.32,29.299999,57.3,0.9475578662242852,78.0159
Chile,America,2006,90.74050578446052,4145.009124921166,6122.864351402461,939.3858245970606,5183.47852680529,2773.4481643537406,16354507,9.5,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,2358,4626,4117,6458,343,5,174.6,176.32,780.21,1825.87,0.34,1.08,0.34,6.04,1.11,4.35,3.28,28.299999,57.8,0.9522913775389256,78.261
Chile,America,2007,12.747604967692103,4733.305151387457,6871.052366944661,1076.7766469073729,5794.275720037318,3291.270103444677,16530201,9.4,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,2404,4767,4184,6560,374,5,178.56,163.84,793.8,1796.8,0.34,1.08,0.34,6.06,1.11,4.25,3.19,28.1,58.4,0.9570033661417668,77.8258
Chile,America,2008,136.87999863084386,4453.711469989332,7646.862618489184,1190.3383164983177,6456.524301990901,4232.38556296329,16708255,9.9,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,2395,4753,4218,6595,350,5,177.32,164.76,778.68,1822.24,0.34,1.08,0.35,6.07,1.12,4.13,3.08,28.1,58.9,0.9616973765363288,78.4841
Chile,America,2009,-143.21423495038133,3781.458524719445,7268.465548806231,1267.6283287972108,6000.8372200090325,2990.8455342807115,16886184,9.9,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,2438,4999,4403,6884,385,5,166.8,161.6,754.56,1809.04,0.35,1.09,0.35,6.09,1.13,4.04,2.98,28.200001,59.5,0.9663701402282482,78.7409
Chile,America,2010,203.02917583651976,4834.408801607336,9021.150887117628,1550.8922722421955,7470.258614875424,4011.298999835821,17062531,9.8,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,2399,5264,4503,7080,470,5,163.8,168.44,742.95,1839.81,0.35,1.09,0.36,6.1,1.13,3.99,2.93,28.4,60,0.971022353014333,78.5015
Chile,America,2011,222.93468598300447,5527.3058669721395,10544.514493028148,1743.8049898299505,8800.709503198173,5041.6060150997555,17233584,9.8,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,2354,5336,4493,7123,351,5,171.56,169.6,763.2,1851.64,0.35,1.09,0.36,6.09,1.13,4,2.92,28.5,60.5,0.9756563695630578,79.1099
Chile,America,2012,241.5873487106289,5238.231005574897,11295.462646625509,1830.6496903698653,9464.812956255557,5242.549234521517,17400359,9.9,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,2323,5422,4552,7251,345,5,172.68,168.32,774,1843,0.35,1.09,0.37,6.06,1.13,4,2.91,28.6,61,0.980270062244118,79.0233
China,Asia_Pacific,2000,9.551496861996126,221.33778401236535,609.0965465399254,159.573733137387,449.5228134026342,198.54009068089843,1262645000,6.5,16947,134438,43357,18083,120,111301,31227,12385,9872,34726,110958,2908756,303378,177316,12527,189269,679,33220,7341,1867021,201,99174,119415,22376,16223,279743,1347045,168580,302427,12911,13143,110.84,225.04,683.91,1794.21,0.32,0.19,0.08,3.83,0.66,3.07,1.27,27.299999,20.8,0.6299706314918286,71.8807
China,Asia_Pacific,2001,21.98972509082879,235.41159173210283,651.1391887836043,169.44572945207847,481.6934593316201,213.32877436692456,1271850000,6.5,14740,141288,45240,16332,35,105437,29311,11121,11021,30200,106277,3012156,278187,163780,13981,172785,922,29084,6813,1912694,525,104537,124066,23392,14261,291418,1332957,170622,304363,11924,11459,110.8,223.6,682.92,1803.68,0.32,0.19,0.08,3.79,0.66,3.06,1.24,26.4,21.4,0.6368289617486339,72.6061
China,Asia_Pacific,2002,12.57711920861465,285.3779303720931,698.900155919978,179.20470252933225,519.695453390646,256.181349791933,1280400000,6.6,12828,148675,47020,14403,60,100416,27998,9215,11773,24847,102321,3131151,255470,150219,15761,164169,1419,25318,6377,1956916,102,111371,128709,24178,12138,301638,1323164,173440,308400,11754,9706,113.96,223.6,698.58,1799.86,0.32,0.19,0.08,3.72,0.68,3.06,1.21,25.6,22,0.658943458294283,72.985
China,Asia_Pacific,2003,17.55698111767083,376.4571928432979,745.6120631575303,189.13174343547735,556.480319721959,348.6546540857366,1288400000,6.7,11265,156132,48660,12952,46,94274,27976,7814,12183,18858,96347,3244006,236188,136597,17825,171193,1094,22164,5962,2010015,2,117231,133206,25301,10418,312967,1310929,175987,312770,11998,8001,119.44,220.44,714.69,1783.43,0.32,0.19,0.08,3.63,0.7,3.06,1.17,25,22.7,0.6808275962434027,73.3714
China,Asia_Pacific,2004,34.96388556030947,468.6124462806721,830.456439401547,209.7353277703227,620.7211116312274,429.1283223552665,1296075000,6.8,10297,163879,50802,12030,51,90532,27869,7286,13424,15029,91115,3371112,224538,126027,19906,178314,773,19279,5664,2082868,16,123931,138884,26861,9232,326303,1308091,179149,318172,12410,6840,122.76,221.44,724.14,1792.66,0.32,0.19,0.08,3.55,0.72,3.06,1.15,24.6,23.4,0.7024017977354705,73.7477
China,Asia_Pacific,2005,16.137646222444083,592.9929745892292,953.590738758146,259.46601835262555,694.1247204055203,497.4307760480863,1303720000,6.9,9502,170967,52138,11457,44,85898,26579,6591,15090,13022,83908,3424698,212944,116266,20915,174712,1029,16432,5309,2113440,25,128162,142274,27533,8610,328533,1275501,177980,314833,12271,6039,126.88,221.4,742.05,1792.67,0.32,0.19,0.08,3.51,0.73,3.05,1.14,24.299999,24.1,0.7235162918418065,74.1111
China,Asia_Pacific,2006,24.872439960715017,756.3039349439116,1103.609293703048,311.115958616298,792.4933350867493,596.9768243494082,1311020000,6.9,8824,178510,51900,11083,36,79135,25011,5755,14791,11582,74403,3385035,199008,107583,21167,166258,1999,13769,4909,2106086,0,124587,140943,27420,8283,324080,1204710,174290,305990,11739,5510,130.68,218.28,768.42,1768.62,0.32,0.19,0.09,3.5,0.71,3.03,1.14,24,24.8,0.7442313160745069,74.5037
China,Asia_Pacific,2007,69.75965059323302,953.395190392447,1373.818271913088,394.0412862934323,979.7769856196558,719.7691829796219,1317885000,7,8407,187358,52766,10611,21,76277,23339,5014,14992,10723,66462,3413237,190310,99540,21274,159417,1180,11643,4625,2126460,88,123442,142069,27780,7878,324159,1161612,170433,297567,11500,5017,135.84,221.36,787.68,1776.12,0.32,0.19,0.09,3.5,0.68,3,1.14,23.799999,25.5,0.7646821042807225,74.7619
China,Asia_Pacific,2008,111.259943100559,1193.5157532605397,1726.316273672375,502.41344289477104,1223.902830777606,930.3095584067928,1324655000,7,8384,197380,54828,10623,15,73624,21775,4534,16310,10288,61286,3523450,187559,93539,21408,154710,88421,10058,4676,2168067,114,125045,146413,28939,7906,327299,1149016,167955,292928,11363,4757,142,225.92,801.36,1807.72,0.32,0.19,0.09,3.5,0.65,2.96,1.15,23.799999,26.2,0.7847758729631489,74.8719
China,Asia_Pacific,2009,59.20132573605592,1001.4524410729986,1919.193943656288,565.3704616216179,1353.8234820346738,836.1087681359538,1331260000,7.1,8394,208139,57485,10874,9,72888,20659,4207,16364,9981,56959,3669964,186990,87453,21192,150572,611,8901,4447,2214787,392,128147,152838,30105,8098,329237,1145608,164921,288756,11346,4509,145.84,225.04,827.82,1796.3,0.33,0.19,0.09,3.5,0.62,2.93,1.17,23.9,27,0.8045554129170861,75.3434
China,Asia_Pacific,2010,119.53683311643525,1237.0615772245449,2225.785549274347,663.7794438968779,1562.0061053774712,1070.8075502308056,1337705000,7.3,8341,218436,60241,11293,12,70955,18926,3762,16722,9838,53312,3831636,186499,79733,21077,146044,7175,7891,4454,2265802,19,132114,160396,30838,8425,327545,1139700,162119,285663,11362,4334,149.76,230.16,845.37,1818.71,0.33,0.19,0.1,3.49,0.6,2.91,1.17,24.200001,27.8,0.8240447677178451,75.5991
China,Asia_Pacific,2011,157.13002270612438,1491.6421172784055,2816.1437314937457,855.573894138792,1960.5698373549535,1357.1449852183623,1345035000,7.4,8193,225852,61781,11739,11,66696,17477,3350,17075,9567,50513,3937801,184317,75901,20738,139061,844,7198,4400,2296328,67,134980,165833,30883,8809,315824,1115828,158710,281834,11152,4212,151.32,231.4,845.55,1851.73,0.33,0.19,0.1,3.46,0.6,2.91,1.18,24.5,28.5,0.8424501169114559,75.9032
China,Asia_Pacific,2012,124.46043566055133,1606.181868157009,3222.2840718192424,992.7237625452336,2229.560309274009,1434.9624926209765,1354190000,7.5,8057,232656,62640,12120,0,65110,16177,3015,16455,9170,48260,3973790,181048,74505,20458,131641,871,6779,4441,2318471,55,137073,169494,30494,9145,300970,1083590,155219,277791,10934,4158,156.84,232.68,859.77,1848.71,0.33,0.19,0.1,3.42,0.6,2.92,1.18,24.9,29.3,0.859223616331534,76.1923
Colombia,America,2000,22.329594030003737,401.36759795161817,2154.986326382027,366.8703673129537,1788.1159590690731,456.68757204028566,39629965,6.5,780,4756,839,1943,852,1340,33565,700,1991,69,1157,48227,6410,10952,84,2378,212,2195,15,29833,2154,5549,4687,105,1864,7336,9835,2798,7204,299,37,118.6,134.92,659.07,1866.41,0.29,0.77,0.2,5.44,0.85,2.69,2.28,12.3,49.7,0.8827042365543346,71.3201
Colombia,America,2001,18.323045744400822,375.6526936209241,2114.57412032182,357.16136612586473,1757.4127541959556,488.5966669272641,40255956,6.5,751,5061,895,1985,1426,1297,34612,640,2206,66,1150,49489,6345,10585,83,2391,97,2009,15,30730,2420,5715,4801,99,1907,7064,10301,2870,7493,291,33,119.8,135.16,657.27,1902.77,0.29,0.77,0.2,5.46,0.86,2.7,2.28,12.3,50.3,0.8879164365143881,71.502
Colombia,America,2002,15.432468410464123,355.31556349668136,2054.56639003362,339.731987859599,1714.834402174021,470.98040130983054,40875363,6.5,758,5422,1013,2042,960,1415,39612,610,2412,69,1266,54890,6659,10211,89,2729,134,2005,16,34066,3202,6307,5427,98,1962,7709,11562,3291,8474,301,32,119.68,134,658.44,1869.88,0.29,0.77,0.2,5.47,0.87,2.71,2.28,12.2,50.9,0.8930329988751415,71.9389
Colombia,America,2003,15.95543413259746,378.4064924057547,1924.188625273012,314.71813793054804,1609.470487342464,492.11168052855817,41483872,6.5,732,5725,1010,1949,712,1380,26881,595,2597,64,1195,53254,6604,9914,90,2629,160,1872,15,33522,1266,6110,5332,96,1889,7290,11422,3148,8308,282,30,119.36,133.04,654.66,1890.94,0.29,0.77,0.2,5.48,0.88,2.72,2.28,12.1,51.5,0.8980550079799687,72.3606
Colombia,America,2004,20.65434516048162,466.9843549676272,2295.433481619335,385.6134300189398,1909.820051600395,574.6966717155046,42075953,6.6,715,6041,1050,1870,442,1421,24669,597,2687,63,1192,53954,6702,9627,94,2684,61,1723,15,34187,1603,6065,5467,98,1815,7324,11642,3205,8507,275,29,118.68,128.56,645.84,1884.92,0.29,0.77,0.2,5.49,0.88,2.72,2.28,11.9,52.1,0.9029810447787124,72.6951
