Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Colombia,America,2005,23.702162227309817,579.4703813074815,2793.8645886796417,476.52863751632185,2317.3359511633103,698.3145988180707,42647731,6.8,689,6357,1065,1776,319,1396,20823,665,2663,63,1123,53137,6708,9323,93,2616,135,1563,15,33884,1657,5825,5316,96,1729,7103,11570,3145,8452,262,27,123.48,125.48,662.22,1821.82,0.29,0.77,0.2,5.49,0.89,2.72,2.27,11.7,52.7,0.9078125164501718,73.0814
Colombia,America,2006,13.323091866980576,663.242924265517,3039.459004399793,519.2868676247932,2520.172136774994,819.7769992030283,43200901,6.7,670,6743,1134,1704,320,1429,20526,565,2642,65,1127,55002,6862,9001,97,2709,262,1447,15,35159,662,5867,5586,97,1657,7287,12062,3278,8841,263,26,129.8,125.52,680.4,1834.28,0.29,0.78,0.2,5.35,0.89,2.68,2.26,11.4,53.3,0.9125509442499822,73.468
Colombia,America,2007,-29.604183764097055,774.670311451662,3807.9495236360262,647.2436074235909,3160.705916212427,974.1987696194174,43737512,7.2,630,7097,1169,1591,347,1385,19396,563,2744,68,1092,54706,6738,8568,97,2648,312,1326,15,35397,426,5674,5628,94,1546,7162,12144,3241,8871,248,23,129,127.2,683.46,1864.34,0.29,0.78,0.2,5.03,0.89,2.6,2.24,11.2,53.9,0.9171953356651836,73.8372
Colombia,America,2008,98.66674846095984,991.0542045714344,4335.755922069005,719.3072381398524,3616.448683929163,1152.409707670241,44254972,7.3,620,7500,1242,1580,131,1393,19350,398,2701,74,1066,55878,6782,8145,100,2713,163,1214,15,36675,337,5644,5940,94,1532,7270,12640,3320,9171,239,21,134.6,124.64,694.89,1852.87,0.29,0.78,0.2,4.65,0.89,2.51,2.21,11,54.5,0.9217499222460248,74.295
Colombia,America,2009,-34.447388235163245,852.9637181247358,4171.188373668287,716.88255684588,3454.30581682241,972.778920005502,44750054,7.3,578,7923,1334,1560,129,1403,19711,586,2646,80,1058,58098,7026,7713,106,2840,116,1109,16,38780,526,5644,6391,93,1512,7601,13267,3472,9627,237,19,125.36,120.8,668.7,1793.14,0.29,0.78,0.21,4.34,0.9,2.42,2.19,11.1,55.1,0.9262161113816756,74.7418
Colombia,America,2010,-10.004840155343205,1035.4718383825764,5049.986744952662,871.9468607562454,4178.039884196408,1135.7764756559357,45222699,7.4,536,8360,1388,1507,197,1344,18921,483,2741,84,1001,58524,7017,7134,112,2791,458,995,16,39577,498,5553,6690,92,1459,7479,13544,3467,9702,221,17,127.4,118.48,701.91,1717.21,0.29,0.78,0.21,4.2,0.9,2.37,2.18,11.2,55.6,0.930593262467594,75.0327
Colombia,America,2011,78.95379990572314,1413.9638492496367,5715.695812655752,979.1906431351404,4736.505169520594,1481.2576552926505,45662747,7.5,474,8807,1405,1419,103,1236,18200,394,2664,89,934,57421,6836,6565,116,2651,588,895,15,39304,270,5351,6763,87,1373,7179,13485,3321,9441,204,15,129.56,120.6,708.66,1737.18,0.29,0.78,0.21,4.21,0.9,2.35,2.17,11.3,56.2,0.9348831335092476,75.3198
Colombia,America,2012,78.56918357037104,1514.3500534490367,6368.403735357023,1084.8103339543227,5283.593401402703,1611.978756108422,46075721,7.6,439,9327,1457,1385,153,1184,17642,418,2564,98,930,58415,6933,6225,117,2653,173,857,15,40320,395,5363,7114,87,1338,7256,13797,3346,9548,199,14,133.8,122.8,724.5,1770.9,0.29,0.78,0.21,4.21,0.89,2.33,2.17,11.3,56.8,0.9390896780540884,75.5973
Congo,Africa,2000,1.212875551156222,56.99407918538364,35.432057959937445,11.021693396052504,24.410364563884983,33.6396963110581,47105830,5.5,438,135,46,472,2863,135,184,473,8238,13,2723,4800,2317,2293,35,334,0,3795,20,1953,500,711,461,65,446,1359,860,758,1245,80,45,55.88,116.72,480.51,1523.89,0.22,0.55,0.12,3.77,0.42,6.11,1.3,8.5,22.1,0.02373481159338451,53.682
Congo,Africa,2001,0.06323997589213087,44.959430614354545,36.621896328316694,10.16266036633659,26.459235961980184,34.4818384288397,48428534,5.6,422,141,46,449,2821,126,176,449,8320,13,2568,4700,2221,2340,34,315,0,3756,19,1912,3,702,451,62,427,1293,833,746,1228,77,43,57.28,120.56,507.51,1546.65,0.22,0.55,0.12,3.77,0.42,6.09,1.29,8.5,22.6,0.02386793290088029,54.3945
Congo,Africa,2002,0.54772566862852,45.62641835573323,42.22903407966206,13.911229603222033,28.31780447644003,35.57391723382674,49871670,5.7,422,149,46,437,2701,123,177,454,8343,12,2435,4657,2162,2392,33,306,0,3764,19,1908,235,700,449,60,416,1278,820,750,1233,75,42,58.12,121.08,519.48,1560.32,0.22,0.55,0.12,3.77,0.41,6.06,1.28,8.6000004,23.1,0.02452907632730165,55.0878
Congo,Africa,2003,0.4251357958937597,49.47693271280445,48.013987016719675,14.183007284831035,33.830979731888696,40.76377664247774,51425583,5.7,435,159,48,430,2737,123,187,504,8296,13,2404,4779,2148,2449,34,316,0,3794,19,1976,44,724,464,62,410,1337,834,785,1289,77,42,69.16,119.16,495.54,1552.14,0.22,0.55,0.12,3.78,0.41,6.03,1.26,8.6000004,23.6,0.02517385169945472,55.9481
Congo,Africa,2004,0.4882062424034305,66.47280871894519,54.20926042907264,16.163445330797327,38.045815098239615,47.35710022015789,53068869,5.8,429,168,49,419,2732,121,190,528,8205,13,2313,4872,2118,2500,35,319,0,3797,18,2029,9,741,471,62,400,1354,842,810,1328,77,42,77.76,117.52,480.33,1587.39,0.22,0.55,0.12,3.78,0.41,6,1.25,8.6000004,24.1,0.02583456225532147,56.986
Congo,Africa,2005,0.4651527733447975,89.62838352730559,55.522902796728665,16.375814797247116,39.147087999481585,55.79296858451703,54785894,5.8,440,177,50,420,2714,124,198,560,7905,14,2240,4937,2125,2550,36,323,1,3892,19,2089,15,754,480,63,401,1398,846,836,1371,78,43,57.48,102.96,411.75,1470.81,0.22,0.55,0.12,3.78,0.41,5.97,1.23,8.6999998,24.7,0.02653151922646366,58.1255
Congo,Africa,2006,0.3532640763694349,110.4242118407564,60.42509183118184,18.174289153339796,42.25080267784204,68.61820889317421,56578046,5.9,439,184,52,409,2545,121,201,571,7562,14,2203,5040,2116,2579,37,326,6,3865,18,2151,0,773,491,63,390,1407,853,859,1408,79,42,73.44,104.52,464.94,1500.1,0.22,0.55,0.12,3.78,0.41,5.95,1.23,8.6999998,25.2,0.02727312286465319,58.8784
Congo,Africa,2007,0.181046446684352,102.76381215340496,75.8695980872748,25.21021796691336,50.65938012036161,120.19363760366852,58453687,5.9,442,191,54,401,2338,120,207,573,7285,14,2207,5171,2125,2614,38,332,0,3870,19,2221,2,795,503,63,383,1432,864,884,1452,80,40,71.12,105.32,443.88,1514.68,0.22,0.55,0.12,3.79,0.4,5.91,1.21,8.6999998,25.7,0.02804442429782059,59.6433
Congo,Africa,2008,0.1894837577865808,140.98153450784412,84.95285815864939,23.149547850441294,61.803310308208275,114.67367759277433,60411195,6,442,199,55,395,2108,120,211,573,6685,15,2208,5320,2135,2645,39,337,0,3790,19,2295,1,819,517,64,377,1449,875,903,1487,80,38,70.24,106.44,404.19,1529.13,0.22,0.55,0.12,3.79,0.4,5.88,1.2,8.6999998,26.3,0.02881586765499341,60.4265
Congo,Africa,2009,0.15223472242362115,99.9933545232666,81.10115773055708,20.65217126132588,60.448986469231194,110.2168538239382,62448572,6,398,208,57,386,1942,119,216,580,6178,15,2187,5417,2130,2678,40,342,0,3636,19,2362,100,839,529,65,369,1461,880,915,1510,81,37,74.12,114.48,404.46,1548.94,0.22,0.55,0.12,3.79,0.4,5.85,1.19,8.8000002,26.8,0.02954693663771847,61.0883
Congo,Africa,2010,0.18710327248717637,139.42108395814526,81.01093229687687,21.38021558042284,59.63071671645402,112.98989310515591,64563853,6.1,386,217,59,370,1904,115,217,575,5966,16,2121,5505,2099,2696,41,344,0,3364,19,2431,0,857,539,64,352,1449,882,918,1512,81,35,72.56,117.12,409.77,1543.55,0.22,0.55,0.13,3.79,0.4,5.83,1.19,8.6999998,27.4,0.03021088286041417,61.6833
Congo,Africa,2011,0.2065430023219167,172.4079457299078,94.91787482896083,29.92371906157354,64.9941557673873,119.40160169119892,66755151,6.2,372,226,61,356,1968,109,210,542,5771,16,2050,5611,2077,2691,42,343,0,3122,18,2502,1,880,548,63,339,1418,886,917,1507,80,34,98.4,116.24,439.56,1530.8,0.22,0.55,0.13,3.79,0.4,5.79,1.19,8.6999998,28,0.03079832745790658,61.9924
Congo,Africa,2012,0.05474364728390487,148.8971015131218,96.04027959641137,35.06786096112591,60.97241863528546,100.90812217355682,69020749,6.2,324,237,64,349,2017,110,219,527,5768,17,2051,5796,2068,2660,44,356,19,2924,19,2618,2,919,570,65,332,1463,903,935,1534,82,34,78.24,120.72,394.02,1565.02,0.22,0.55,0.13,3.8,0.4,5.74,1.18,8.6999998,28.6,0.03132310256441871,62.317
Costa Rica,America,2000,37.781377554430186,1626.6706348077173,3030.4267156571736,520.1603572994666,2510.266358357712,1651.8408028040876,3962369,8,42,545,101,17,0,154,237,29,151,12,82,4347,427,420,56,268,2,111,2,3284,0,329,607,9,15,689,950,538,1013,47,3,139.84,157.12,702.36,1800.68,0.3,0.91,0.21,4.23,0.58,3.29,1.88,9.6999998,47.7,0.9534929735216484,77.5857
Costa Rica,America,2001,11.115503720680431,1604.260052162122,3157.154235108677,566.1765256413443,2590.9777094665837,1597.7498658603856,4034074,8,45,568,108,16,0,156,243,28,167,12,80,4471,421,431,56,276,1,112,2,3417,1,342,662,9,13,695,979,556,1050,19,3,141.16,141,691.83,1827.01,0.3,0.91,0.21,4.24,0.59,3.3,1.87,10,48.6,0.9557925808996068,77.5453
Costa Rica,America,2002,4.136636497223503,1585.7434142463912,3318.21719847583,593.8397173314123,2724.377481144435,1665.1780300335167,4100922,8,43,587,109,17,0,156,247,29,148,13,74,4362,396,419,56,297,11,105,2,3396,0,335,686,8,15,698,941,569,1060,19,3,138.44,142.08,707.31,1777.17,0.3,0.91,0.21,4.25,0.6,3.31,1.87,10.4,49.5,0.9580216351347332,77.9833
Costa Rica,America,2003,-34.22452355446629,1686.981816064599,3443.4726854898818,601.326052376108,2842.1466331137717,1769.285877109984,4164053,7.9,41,613,115,18,0,152,281,28,165,13,71,4452,395,390,57,315,3,101,2,3562,0,371,742,8,15,699,975,591,1096,19,3,142.24,140.12,703.26,1763.38,0.3,0.92,0.21,4.25,0.61,3.32,1.85,10.7,50.4,0.960180862251273,78.072
Costa Rica,America,2004,-41.764377303631626,1859.1043021110108,3607.9111531200742,615.6134446754297,2992.297708445203,1896.15500597297,4225156,7.9,41,640,122,18,0,149,280,28,148,14,68,4585,394,369,61,330,10,98,2,3717,0,378,802,8,15,707,991,611,1133,21,3,138.92,142.4,738.63,1741.05,0.3,0.92,0.22,4.26,0.62,3.33,1.84,11,51.3,0.9622690854491528,78.3305
Costa Rica,America,2005,-46.195589473308154,2032.96268872401,3897.562912790374,632.0369301153049,3265.5259826750603,2140.2419579270677,4285504,7.9,43,660,120,17,0,137,299,26,150,12,60,4353,366,356,60,306,6,89,2,3630,0,345,778,8,15,657,932,578,1077,20,3,141.4,141.6,740.79,1789.21,0.3,0.92,0.22,4.27,0.62,3.34,1.84,11.3,52.2,0.9642854142709936,78.5053
Costa Rica,America,2006,41.42737428467253,2263.996969450912,4291.35865569053,688.1282932561126,3603.230362434411,2430.552475019705,4345421,7.9,41,696,130,18,0,143,336,27,168,14,60,4628,374,364,65,338,0,86,2,3914,0,350,848,8,16,713,967,639,1166,19,3,146.04,145.88,776.07,1805.01,0.3,0.92,0.22,4.28,0.63,3.35,1.85,11.5,53.2,0.966233191214384,78.5145
Costa Rica,America,2007,56.26219411328226,2477.0198748244006,5005.388971827256,781.5976913315023,4223.791280495756,2800.048297584244,4404626,8.1,40,720,124,16,0,126,317,15,137,13,51,4252,350,377,65,303,19,80,2,3679,0,309,785,7,15,659,896,587,1079,17,3,152.8,145.08,787.41,1772.71,0.3,0.92,0.22,4.29,0.63,3.35,1.87,11.7,54.1,0.9681117080088072,78.4621
Costa Rica,America,2008,59.75006015555789,2678.1849779166964,5809.441342740766,937.0344078429656,4872.4069348978055,3284.719897463749,4463123,8.4,35,764,132,17,0,128,378,19,153,14,51,4449,354,355,67,310,12,78,2,3905,0,320,847,7,15,676,926,622,1135,17,2,158.64,142.68,788.85,1753.83,0.3,0.92,0.22,4.31,0.63,3.36,1.9,11.9,55,0.9699237507010224,78.4451
Costa Rica,America,2009,-173.47061417801558,2355.355964597381,5579.692973956271,1071.036059159989,4508.656914796674,2389.001217722899,4520739,8.4,33,802,135,17,0,119,412,16,138,14,47,4469,357,334,65,305,22,81,2,4045,0,314,875,7,15,653,925,627,1150,16,3,160,144.32,787.59,1751.09,0.3,0.92,0.23,4.32,0.63,3.37,1.93,12,55.9,0.971666800494344,78.6721
Costa Rica,America,2010,31.058183654511943,2700.9190642048675,6747.840208766145,1367.4078334119718,5380.432375354171,2853.389789099944,4577371,8.3,37,865,156,20,0,133,467,20,156,16,51,5127,421,357,68,341,51,90,2,4587,0,356,1024,8,18,720,1058,722,1323,19,3,157.56,146.16,779.49,1764.79,0.3,0.92,0.23,4.34,0.63,3.37,1.94,12.2,56.7,0.9733464908131764,78.6704
Costa Rica,America,2011,56.82475794336259,2997.155088814712,7720.38909220757,1565.5492905083718,6154.839801699191,3338.1240473475777,4633086,8.4,36,908,155,20,0,128,451,19,154,17,48,5036,425,345,68,331,4,89,2,4542,0,344,1002,8,18,701,1035,701,1300,18,3,155.4,149.04,790.83,1786.73,0.3,0.92,0.23,4.35,0.63,3.38,1.94,12.2,57.6,0.974961828897629,79.3477
Costa Rica,America,2012,-17.597044161006192,3188.871923545036,8452.094204430949,1691.598208956739,6760.495995474619,3566.2720157850154,4688003,8.5,35,959,160,20,0,126,436,22,186,17,46,5153,453,332,69,334,7,95,2,4650,0,352,1025,8,18,723,1055,711,1328,18,3,158.76,138.64,805.95,1746.65,0.3,0.92,0.23,4.38,0.63,3.38,1.94,12.1,58.4,0.97650598773081,79.2827
Cote d'Ivoire,Africa,2000,-6.487227936686811,258.4648183195733,536.6473952361818,100.63739128097023,436.0100039552121,219.2853759124783,16454660,3.3,3837,549,205,1742,29540,596,1743,2429,56322,26,8739,15767,21286,25400,137,1511,0,14582,123,6979,108,2321,2401,360,1674,2916,2783,3306,5582,460,210,45.6,158.24,477.72,1930.44,0.21,0.54,0.11,3.21,0.32,3.95,0.56,8.3999996,21.6,0.4012541735897308,50.8423
Cote d'Ivoire,Africa,2001,9.812271899204871,270.3004882433417,544.7964067171387,91.90202029996924,452.8943864171694,218.16803820239176,16853027,3.3,3836,563,213,1556,32046,602,1747,2558,55973,27,8774,16126,21349,25666,139,1542,0,13996,125,7189,32,2391,2469,363,1490,2964,2833,3367,5637,463,222,47.44,159.84,493.02,1924.7,0.21,0.54,0.11,3.21,0.32,3.94,0.56,8.3999996,22.1,0.4099823135630175,50.8098
Cote d'Ivoire,Africa,2002,-31.398365255850045,340.0781836409279,567.8516336380197,94.56145166021966,473.29018197780016,232.1613944388403,17231539,3.4,3929,593,226,1423,34002,603,1818,2583,55220,27,8728,16540,21386,26019,141,1561,0,13173,126,7395,1209,2464,2539,364,1360,2996,2892,3413,5677,466,230,48.92,159.6,495.36,1962.12,0.21,0.54,0.11,3.21,0.32,3.94,0.56,8.3999996,22.7,0.4186886615293039,50.8857
Cote d'Ivoire,Africa,2003,19.2493805257877,364.33045406527685,704.6211789721399,128.6453013401931,575.9758776319513,290.27557469359465,17599613,3.5,3898,608,233,1319,36149,610,1961,2691,54473,28,8740,16869,21292,26413,143,1591,0,12564,127,7584,986,2525,2600,367,1258,3053,2940,3467,5724,468,240,54.24,158.56,510.48,1964.72,0.21,0.54,0.11,3.22,0.33,3.93,0.56,8.3999996,23.2,0.4273680336039207,50.9543
Cote d'Ivoire,Africa,2004,-3.76045245108097,427.4802291938908,763.266512766884,137.20911380330745,626.0573989635789,351.9130418435966,17970493,3.6,3937,634,243,1252,37988,616,2008,2745,52779,28,8710,17260,21275,26720,145,1609,0,12217,128,7762,466,2586,2649,370,1192,3089,2997,3514,5772,473,247,52.56,163.88,499.05,2022.51,0.21,0.54,0.11,3.22,0.33,3.92,0.56,8.6000004,23.8,0.4360252108831961,51.3628
Cote d'Ivoire,Africa,2005,20.11378312297858,464.4688061274271,770.7097014738719,134.2949568524139,636.4147446214619,409.79108822872826,18354513,3.7,3941,659,251,1192,39175,617,1973,2777,49008,28,8610,17549,21081,26997,146,1613,0,11843,128,7902,148,2626,2677,369,1134,3096,3034,3544,5789,473,253,54.04,167.76,511.11,2054.09,0.21,0.54,0.11,3.22,0.33,3.92,0.56,8.8000002,24.4,0.4446454122754442,51.824
Cote d'Ivoire,Africa,2006,-20.86081642507388,497.0375005146283,785.3539554488333,129.10432439474582,656.2496310540907,405.2996494481148,18754914,3.8,3964,693,262,1191,41121,649,1851,2788,44466,29,8528,17877,21342,27089,147,1622,0,12022,130,8094,44,2672,2723,386,1133,3155,3090,3584,5841,487,261,53.4,168.8,487.71,2073.09,0.21,0.54,0.11,3.22,0.33,3.91,0.56,9,25,0.4532383886164447,52.3554
Cote d'Ivoire,Africa,2007,-18.076883922490865,501.1400940115094,902.6778016046215,141.35859191453818,761.3192096900829,447.93032314324944,19171250,3.9,3912,713,265,1147,42387,647,1866,2800,39811,29,8296,17970,20985,27184,149,1628,0,11509,129,8207,3,2686,2732,377,1090,3162,3104,3599,5832,487,262,51.64,168.4,492.03,2079.93,0.21,0.54,0.11,3.22,0.33,3.91,0.55,9.1999998,25.7,0.4618040033904936,52.9697
Cote d'Ivoire,Africa,2008,13.968600696789403,582.1727599387684,1000.519576697283,156.54931332535838,843.9702633719257,496.20715486289254,19605568,4,3875,752,276,1113,42573,647,1862,2735,35140,29,8020,18218,20621,27052,150,1630,6,10961,128,8365,14,2722,2754,376,1057,3155,3139,3616,5832,486,260,55.64,169.48,443.16,2070.72,0.21,0.54,0.1,3.22,0.33,3.9,0.55,9.3999996,26.3,0.4703421497403187,53.6532
Cote d'Ivoire,Africa,2009,-26.313777326868635,615.4890018202468,972.7566894115886,152.92502943180085,819.8316599797888,483.2078847935129,20059147,4.1,3536,788,286,1092,41656,658,1906,2735,33828,29,7842,18598,20398,27025,153,1661,27,10550,129,8624,2,2788,2807,379,1036,3193,3198,3682,5904,493,260,57.84,170.92,473.94,2024.3,0.21,0.54,0.1,3.22,0.33,3.9,0.55,9.6999998,26.9,0.4788432429355047,54.3938
Cote d'Ivoire,Africa,2010,13.726730148562623,613.8896069658058,1008.9267133692324,153.06457513143803,855.8621382377947,527.1348403677816,20532944,4.2,3480,825,296,1063,39658,657,1984,2731,34883,30,7718,19018,20147,26918,157,1698,18,10088,130,8909,82,2865,2868,381,1007,3223,3267,3754,5983,498,260,58.88,172.32,458.73,2047.07,0.21,0.54,0.1,3.23,0.33,3.9,0.55,9.8999996,27.6,0.4873168212020644,55.0225
Cote d'Ivoire,Africa,2011,-70.44817824760807,650.5253671851528,1073.9511039594263,142.85769630649455,931.0934076529298,454.1479777762017,21028652,4.4,3390,861,305,1013,37054,639,2054,2692,33833,31,7660,19448,19670,26962,162,1734,0,9570,131,9158,1821,2934,2920,377,958,3236,3325,3751,6050,495,258,56.96,173.52,516.78,2036.74,0.21,0.54,0.1,3.23,0.33,3.9,0.55,10.1,28.2,0.4957627811806482,55.5195
Cote d'Ivoire,Africa,2012,48.19192590447858,609.1192323216607,1148.8776956345023,165.7793907755388,983.0983048589636,562.8650464937651,21547188,4.5,3480,900,315,1028,34226,676,2071,2661,31375,32,7742,19918,19911,26640,167,1785,0,9664,135,9516,43,3016,3002,391,972,3324,3408,3789,6192,515,263,55.88,178.8,513.45,2031.87,0.21,0.54,0.11,3.25,0.33,3.92,0.55,10.3,28.9,0.5041763686287046,56.1579
Croatia,Europe,2000,6.513079227424288,1709.3953590761166,4128.881276246525,1089.5497455779955,3039.3315306685404,1929.1205350050377,4468302,9.4,31,1257,320,4,0,110,120,4,13,62,189,25732,1119,174,248,1015,0,12,37,11266,9,970,670,29,1,704,1383,1729,2702,67,2,122.4,144.36,728.28,1560.96,0.31,0.58,0.15,3.8,0.88,3.53,2.27,26,51.4,0.9780032773075767,74.5836
Croatia,Europe,2001,45.19367279435195,2007.4701007188064,4544.137505180477,1092.9095359527005,3451.227969227764,2288.184455517706,4299642,9.8,30,1273,328,3,0,106,98,3,6,69,176,25477,1113,165,245,990,0,11,35,11150,4,944,666,29,1,697,1384,1697,2672,57,2,129.92,159.44,741.87,1706.77,0.31,0.58,0.15,3.8,0.89,3.5,2.26,26.1,51.8,1,74.6436
Croatia,Europe,2002,147.85615170355638,2257.0032494288166,5345.280997393248,1252.1383292963674,4093.142668096874,2849.9692548528255,4302174,9.8,26,1284,344,3,0,100,82,5,11,72,171,25643,1158,150,236,973,0,12,33,11461,2,967,693,29,1,687,1427,1670,2671,56,2,143.48,161.24,795.24,1720.04,0.31,0.58,0.16,3.8,0.9,3.47,2.26,26.299999,52.3,1,74.7357
Croatia,Europe,2003,187.2243280213406,2892.643940142083,6706.4203452642205,1565.583818500764,5140.83652676345,3736.3802758901047,4303399,9.8,24,1287,359,4,0,97,85,4,8,80,161,25721,1203,137,244,960,0,12,44,12149,4,999,719,30,1,690,1504,1633,2658,54,2,145.8,156.8,796.77,1768.63,0.31,0.58,0.16,3.79,0.91,3.43,2.26,26.5,52.8,1,74.611
Croatia,Europe,2004,117.98845468724598,3565.4164551164336,7979.766155368048,1883.17242468424,6096.593730683827,4397.002533166636,4304600,9.7,24,1294,361,3,0,90,83,4,6,85,145,24645,1182,133,247,906,0,13,34,12124,11,979,706,29,1,645,1497,1535,2545,50,2,155.92,145.04,911.34,1730.7,0.31,0.58,0.16,3.79,0.92,3.39,2.26,26.799999,53.3,1,75.5016
Croatia,Europe,2005,165.48583555841208,3867.600606962597,8703.831919927265,2040.080709136094,6663.751210791169,4792.6895927872265,4310145,9.7,25,1346,378,3,0,92,70,4,5,92,135,24938,1156,126,258,911,2,15,49,12627,5,1014,734,28,1,644,1564,1547,2577,51,1,165.84,146.68,966.96,1700.52,0.31,0.58,0.16,3.79,0.93,3.37,2.26,27.1,53.8,1,75.4083
Croatia,Europe,2006,305.46747511954214,4435.896010167707,9381.803781302568,2257.2544086221433,7124.5493726804325,5434.9322767581525,4311159,9.9,23,1382,386,3,0,91,80,5,12,93,125,24559,1019,116,266,867,0,15,33,12603,1,1023,756,25,1,619,1561,1487,2513,49,1,180.64,141.32,1032.75,1715.29,0.31,0.58,0.17,3.79,0.93,3.34,2.26,27.4,54.3,1,75.9889
Croatia,Europe,2007,315.85940621349926,5280.756337419392,11169.32384428378,2789.4008908610404,8379.92295342274,6455.223623737598,4310217,10.1,24,1426,408,3,0,96,71,6,4,100,114,25067,912,120,282,869,0,16,31,12975,3,1080,803,24,1,619,1642,1509,2559,66,1,183.44,142.72,1079.19,1671.65,0.31,0.58,0.17,3.79,0.93,3.32,2.25,27.6,54.9,1,75.8596
Croatia,Europe,2008,415.6133616962855,5934.382367462622,13075.503384843489,3184.088745679507,9891.41463916398,7602.995138913452,4309705,10.3,24,1453,421,4,0,98,77,4,8,98,106,25049,785,115,291,872,1,17,30,13740,3,1099,811,24,1,610,1678,1509,2577,50,1,186.64,143.84,1104.57,1673.95,0.31,0.58,0.17,3.79,0.93,3.29,2.24,27.9,55.4,0.998155790245504,76.2096
Croatia,Europe,2009,-8.857786957233738,4749.483823532066,11810.603871155408,3114.3275593786184,8696.27631177681,5565.8201070651385,4305181,10.6,24,1488,420,3,0,94,62,5,16,88,94,24176,643,119,288,820,1,17,30,13729,4,1063,793,22,1,549,1681,1409,2458,48,1,188.04,148.64,1018.44,1702.88,0.31,0.58,0.17,3.79,0.94,3.27,2.24,28,55.9,0.9967947921353364,76.3923
Croatia,Europe,2010,-9.108114806755532,5036.876409758751,11356.692823466934,2991.535113819022,8365.157709647912,5271.841212467654,4295427,10.8,22,1562,433,3,0,93,59,4,12,85,83,24314,554,104,286,793,1,20,29,13838,4,1066,795,21,1,504,1705,1357,2420,45,1,176.8,145.88,939.51,1708.81,0.31,0.58,0.17,3.79,0.94,3.26,2.24,28,56.4,0.9962460076728112,76.8049
Croatia,Europe,2011,-35.23921113589684,5661.937080326597,12093.825350298672,3176.8623154158904,8916.963034882781,5912.891323530576,4280622,11,20,1623,439,3,0,91,55,4,11,81,74,24015,503,96,282,774,0,22,27,13947,2,1036,775,21,1,482,1734,1300,2355,46,1,180.84,146,947.34,1722.82,0.31,0.58,0.17,3.8,0.94,3.25,2.25,28,57,0.9964140725343186,77.2222
Croatia,Europe,2012,-100.87934087100795,5233.82175479021,11121.04812464311,2891.4632199403263,8229.584904702782,5448.60991703145,4267558,11,19,1688,446,3,0,91,56,3,12,78,68,23852,477,86,280,777,0,23,37,14144,4,1033,790,21,1,457,1777,1266,2324,43,1,194.08,140.04,1026.27,1634.61,0.31,0.58,0.17,3.81,0.94,3.24,2.27,27.9,57.5,0.9956755127874068,77.3401
